イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,311,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Audiences,,,,,"Assert.Equal(""TestAudience"", jsonToken.Audiences.First());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,310,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Issuer,,,,,"Assert.Equal(""TestIssuer"", jsonToken.Issuer);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,309,8,T:System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames,,,,,"Assert.Equal(request.UserName, jsonToken.Claims.First(c => c.Type == System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames.UniqueName).Value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,309,8,F:System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames.UniqueName,,,,,"Assert.Equal(request.UserName, jsonToken.Claims.First(c => c.Type == System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames.UniqueName).Value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,309,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Claims,,,,,"Assert.Equal(request.UserName, jsonToken.Claims.First(c => c.Type == System.IdentityModel.Tokens.Jwt.JwtRegisteredClaimNames.UniqueName).Value);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,305,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ReadToken(System.String),,,,,var jsonToken = handler.ReadToken(result.Token) as System.IdentityModel.Tokens.Jwt.JwtSecurityToken;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,304,8,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,var handler = new System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,304,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,var handler = new System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,282,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Claims,,,,,"Assert.Contains(jsonToken.Claims, c => c.Type == System.Security.Claims.ClaimTypes.Role && c.Value == ""Admin"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,281,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Audiences,,,,,"Assert.Equal(""TestAudience"", jsonToken.Audiences.First());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,280,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Issuer,,,,,"Assert.Equal(""TestIssuer"", jsonToken.Issuer);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,279,8,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Subject,,,,,"Assert.Equal(user.Id, jsonToken.Subject);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,275,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ReadToken(System.String),,,,,var jsonToken = handler.ReadToken(result.Token) as System.IdentityModel.Tokens.Jwt.JwtSecurityToken;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,274,8,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,var handler = new System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,274,8,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,var handler = new System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,31,8,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,"services.AddIdentity<ApplicationUser, IdentityRole>(options =>         {             options.Password.RequireDigit = false;             options.Password.RequireLowercase = false;             options.Password.RequireUppercase = false;             options.Password.RequireNonAlphanumeric = false;             options.Password.RequiredLength = 6;         })         .AddEntityFrameworkStores<AuthDbContext>()         .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,31,8,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"services.AddIdentity<ApplicationUser, IdentityRole>(options =>         {             options.Password.RequireDigit = false;             options.Password.RequireLowercase = false;             options.Password.RequireUppercase = false;             options.Password.RequireNonAlphanumeric = false;             options.Password.RequiredLength = 6;         })         .AddEntityFrameworkStores<AuthDbContext>()         .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,31,8,T:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions,,,,,"services.AddIdentity<ApplicationUser, IdentityRole>(options =>         {             options.Password.RequireDigit = false;             options.Password.RequireLowercase = false;             options.Password.RequireUppercase = false;             options.Password.RequireNonAlphanumeric = false;             options.Password.RequiredLength = 6;         })         .AddEntityFrameworkStores<AuthDbContext>()         .AddDefaultTokenProviders();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\AuthService.Tests\AuthService.Tests.csproj,File,tests\AuthService.Tests\AuthServiceTests.cs,31,8,M:Microsoft.Extensions.DependencyInjection.IdentityEntityFrameworkBuilderExtensions.AddEntityFrameworkStores``1(Microsoft.AspNetCore.Identity.IdentityBuilder),,,,,"services.AddIdentity<ApplicationUser, IdentityRole>(options =>         {             options.Password.RequireDigit = false;             options.Password.RequireLowercase = false;             options.Password.RequireUppercase = false;             options.Password.RequireNonAlphanumeric = false;             options.Password.RequiredLength = 6;         })         .AddEntityFrameworkStores<AuthDbContext>()         .AddDefaultTokenProviders();"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\BlazorWeb.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Components\Pages\Notifications.razor.aqzd_6rXs3xktbEQ.ide.g.cs,1318,8,M:System.Threading.Tasks.Task.WhenAll(System.ReadOnlySpan{System.Threading.Tasks.Task}),,,,,"await Task.WhenAll(LoadNotifications(), LoadEmployees());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,190,12,T:System.Net.Http.HttpContent,,,,,var employee = await response.Content.ReadFromJsonAsync<EmployeeDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,178,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,162,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Put, $""{ApiBasePath}/{id}"")             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,134,12,T:System.Net.Http.HttpContent,,,,,var employee = await response.Content.ReadFromJsonAsync<EmployeeDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,122,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,112,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Post, ApiBasePath)             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\EmployeeApiClient.cs,89,12,T:System.Net.Http.HttpContent,,,,,var employee = await response.Content.ReadFromJsonAsync<EmployeeDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,226,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,190,12,T:System.Net.Http.HttpContent,,,,,var department = await response.Content.ReadFromJsonAsync<DepartmentDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,178,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,162,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Put, $""{ApiBasePath}/{id}"")             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,134,12,T:System.Net.Http.HttpContent,,,,,var department = await response.Content.ReadFromJsonAsync<DepartmentDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,122,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,112,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Post, ApiBasePath)             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\DepartmentApiClient.cs,89,12,T:System.Net.Http.HttpContent,,,,,var department = await response.Content.ReadFromJsonAsync<DepartmentDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\NotificationApiClient.cs,68,8,T:System.Net.Http.HttpContent,,,,,var notification = await response.Content.ReadFromJsonAsync<NotificationDto>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\NotificationApiClient.cs,55,12,T:System.Net.Http.HttpContent,,,,,return await response.Content.ReadFromJsonAsync<NotificationDto>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\NotificationApiClient.cs,36,12,T:System.Net.Http.HttpContent,,,,,return await response.Content.ReadFromJsonAsync<IEnumerable<NotificationDto>>() ?? Array.Empty<NotificationDto>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\NotificationApiClient.cs,21,12,T:System.Net.Http.HttpContent,,,,,return await response.Content.ReadFromJsonAsync<IEnumerable<NotificationDto>>() ?? Array.Empty<NotificationDto>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AuthApiClient.cs,95,12,T:System.Net.Http.HttpContent,,,,,var authResponse = await response.Content.ReadFromJsonAsync<AuthResponse>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AuthApiClient.cs,89,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AuthApiClient.cs,46,12,T:System.Net.Http.HttpContent,,,,,var authResponse = await response.Content.ReadFromJsonAsync<AuthResponse>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AuthApiClient.cs,40,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,377,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,340,12,T:System.Net.Http.HttpContent,,,,,var attendance = await response.Content.ReadFromJsonAsync<AttendanceDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,328,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,318,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Put, $""{ApiBasePath}/{id}"")             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,287,12,T:System.Net.Http.HttpContent,,,,,var attendance = await response.Content.ReadFromJsonAsync<AttendanceDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,275,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,265,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Post, ApiBasePath)             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,202,12,T:System.Net.Http.HttpContent,,,,,var attendance = await response.Content.ReadFromJsonAsync<AttendanceDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,190,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,180,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Post, $""{ApiBasePath}/checkout"")             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,150,12,T:System.Net.Http.HttpContent,,,,,var attendance = await response.Content.ReadFromJsonAsync<AttendanceDto>(cancellationToken: cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,138,16,T:System.Net.Http.HttpContent,,,,,var errorContent = await response.Content.ReadAsStringAsync(cancellationToken);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Services\AttendanceApiClient.cs,128,12,T:System.Net.Http.HttpContent,,,,,"var httpRequest = new HttpRequestMessage(HttpMethod.Post, $""{ApiBasePath}/checkin"")             {                 Content = JsonContent.Create(request)             };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,59,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String,System.Boolean)",,,,,"app.UseExceptionHandler(""/Error"", createScopeForErrors: true);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,44,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://attendanceservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,44,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""http://attendanceservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,44,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://attendanceservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,37,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://notificationservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,37,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""http://notificationservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,37,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://notificationservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,30,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://authservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,30,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""http://authservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,30,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://authservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,23,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,23,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,23,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,16,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,16,4,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\WebApps\BlazorWeb\BlazorWeb.csproj,File,src\WebApps\BlazorWeb\Program.cs,16,4,T:System.Uri,,,,,"client.BaseAddress = new Uri(""http://employeeservice-api"");"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\EmployeeService.API.csproj,,,Aspire.StackExchange.Redis 9.5.2,,,,,"Aspire.StackExchange.Redis, 9.5.2  レコメンデーション：  Remove Aspire.StackExchange.Redis, and replace with new package Aspire.StackExchange.Redis 13.1.0"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\EmployeeService.API.csproj,,,Microsoft.AspNetCore.Authentication.JwtBearer 9.0.10,,,,,"Microsoft.AspNetCore.Authentication.JwtBearer, 9.0.10  レコメンデーション：  Remove Microsoft.AspNetCore.Authentication.JwtBearer, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer 10.0.2"
NuGet.0002,NuGet パッケージのアップグレードをおすすめします,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\EmployeeService.API.csproj,,,Microsoft.AspNetCore.OpenApi 9.0.10,,,,,"Microsoft.AspNetCore.OpenApi, 9.0.10  レコメンデーション：  Remove Microsoft.AspNetCore.OpenApi, and replace with new package Microsoft.AspNetCore.OpenApi 10.0.2"
NuGet.0005,NuGet パッケージは非推奨です,Active,Optional,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\EmployeeService.API.csproj,,,Aspire.StackExchange.Redis 9.5.2,,,,,"Aspire.StackExchange.Redis, 9.5.2  レコメンデーション：  This version is out of support and is no longer maintained. Please upgrade to the latest version. See our support policy for details: https://aka.ms/dotnet/aspire/support Remove Aspire.StackExchange.Redis, and replace with new package Aspire.StackExchange.Redis, 13.1.0"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\EmployeeService.API.csproj,,,,,,,,現在のターゲット フレームワーク: net9.0 推奨されるターゲット フレームワーク: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\Program.cs,72,8,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,policy.AuthenticationSchemes.Add(Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\Program.cs,72,8,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,policy.AuthenticationSchemes.Add(Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Services\EmployeeService\API\EmployeeService.API.csproj,File,src\Services\EmployeeService\API\Program.cs,49,8,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new Microsoft.IdentityModel.Tokens.TokenValidationParameters          {              ValidateIssuer = true,              ValidateAudience = true,              ValidateLifetime = true,              ValidateIssuerSigningKey = true,              ValidIssuer = issuer,              ValidAudience = audience,              IssuerSigningKey = new Microsoft.IdentityModel.Tokens.SymmetricSecurityKey(                  System.Text.Encoding.UTF8.GetBytes(secretKey))          };"
